τεθνηκότων,ξυμφυγόντες,μνηστηροφονίαν,καταλυομένων,εὐδαιμονιζομένων
ἀποπειρώμενος,ἀποπειρώμενοι,ἀποπειρασάμενος,ἀποπειρᾶσαι,ἀποπειρᾶσθαι
Ἀρταμουξία,ἀτταταῖ,φιληρέτμοισι,μὶν,ἀγχιμαχηταὶ
διανέμουσι,διανέμουσιν,ἐπαρξάμενοι,διανέμοντες,δοξάζουσιν
Ἀρταμουξία,ἐλυπήθητε,καταταχῆσαι,σβέσαν,Περσᾶν
ἀκούσαντας,μετηλλαχέναι,ἰδόντας,ὑπακούσαντας,Λάμπρος
γινόμεθα,Ἑβραῖος,ἀσθενέστεροι,τευξόμεθα,ἤμεθα
ἀπηνῶς,πωμάτων,ἀνοκωχῆς,ἐπιθῶνται,55
ὑπερκύπτειν,μετώποις,Ταπύρων,νεύειν,γλαυκῆς
συμπεριφορὰν,συμπεριφορᾷ,συμπεριφορᾶς,συμπεριφερόμενοι,συμπεριφέρεσθαι
ἀνιχνεύειν,ἀνιχνεύων,ἀνιχνεύσας,ἰχνεύειν,τεχνήματι
οἱ,ἀριστήσαντες,ἐγχειρίσαντες,ἐξέπεμψαν,ἐποιήσαντο
ἀπήντησεν,ἐδόξαζεν,ἐδεξιώσατο,ἐξέδραμε,θεμένοις
θεωρεῖτέ,Ἀρταμουξία,εὐπορῶ,σαφέστατά,ἀποστείλαντά
τιταίνει,τιταίνεις,τιταίνεται,ἐτιταίνετο,τιταίνων
Θήβας,Θηβαίων,Θηβῶν,Θήβαις,Θηβαῖοι
ἀνειλήφει,πολυμαθείας,ἐχρημάτισε,ἐδέθη,Πετρωνίῳ
εὔρυθμον,εὔρυθμος,ἔρρυθμον,ἄρρυθμον,ἐκβᾶσα
Εὐριπίδην,Αἰσχύλον,Σοφοκλέους,Εὐριπίδης,Ἐπαρχίδης
θαυμαζόμενα,θαυμαζόμενοι,θαυμαζόμενος,θαυμαζόμενον,ἕλξεως
Ἰταλοὺς,Γάλλους,ὀνομασθέντας,Ἰταλίας,Λιγούρους
ἁμαρτίαν,ἀδικίαν,τελείαν,γνώσει,διδασκαλίαν
ὑγιαινούσῃ,διδασκαλίᾳ,καμνούσῃ,ὁλοκλήρῳ,πνευματικὴν
πολεμήσαντα,πολεμήσαντας,πολεμήσαντος,πολεμήσαντες,καταπολεμήσαντος
Θεόν,Θεοῦ,Υἱόν,Θεὸν,Πατέρα
πλήθουσα,πλήθουσι,ἀυτμὴ,περιπλήθουσα,ἀυτμήν
προθέσθαι,σβέσαν,προθέσει,συγκατέθετο,ἐπισχόντα
κιθαρίζοντος,κιθαρίζοντες,κιθαρίζων,κιθαρισταί,ὀρχηθμῷ
ἐπαίδευσε,ἐπαίδευσεν,ἐπαίδευσαν,ἐπαίδευεν,Ὑρκανοὺς
κέχηνε,κέχηνεν,περικειμένη,ἐμπέσοι,κινούμενόν
ὄμβρους,νέφη,Γεδρωσίαν,Νεῖλον,πλημμυρεῖν
διορίσαι,διορίσας,διορίσασθαι,διορίσαντας,ἐπιστήσαντας
πορεύομαι,ἐμβαλεῖ,βουλεύομαι,μέλλομεν,βρύκει
δόλων,ἀκόρητος,κυκεῶνος,δολόεσσα,ἐΐσκω
ἀναβολὰς,ὀξέος,κοσμιώτεροι,πορεύοιτο,ἀναίτιοι
κακηγορεῖν,κακηγορίας,καταλεύσαντες,ἀρέσειεν,ἀπολογησάμενον
χειρωσάμενος,χειρωσάμενοι,προσηγάγετο,στρατεύσας,ἐλαφυροπώλησεν
πεύκῃ,νυκτιχόρευτον,αἰάζουσα,ἀελλήεσσα,αἰχμάζων
λαμπρότητας,κατασκευῶν,λαμπρότητα,λαμπρότητος,χαλεπότητας
ἔπεσσιν,γονάτεσσι,φιληρέτμοισι,ἐπερχομένοιο,σβέσαν
σκώπτων,ἐρέβινθον,ἐπισκώπτων,γελωτοποιεῖν,Χαλκηδόνιον
χέρες,ἔτλημεν,κενεαὶ,ἔργματʼ,σοφαὶ
συνᾴδει,προηγουμένην,διαφωνεῖ,κρηναῖα,ὄμβρια
φυσιολογίας,φυσιολογίαν,φυσιολογίᾳ,Ἀπολογίᾳ,ἐνέργημα
δώσομεν,θέλξει,ἀμφιέποντες,παρέσῃ,Περίμεινον
Ἀχελῶος,ἐξιεὶς,Ἕρμου,ἀγχιμαχηταὶ,Καΰστρου
Καλὸν,διαπρὸ,ἀκρωτήριόν,πολύδενδρον,Λακίνιον
ἐπέλασσε,ἐπέλασσεν,πέλασσε,πέλασσεν,γέλασσε
λακτίζειν,λακτίζοντας,λακτίζοντες,ἀνακτίζειν,ὀλισθηρὸν
καμήλῳ,καμήλων,χρώματι,ἐπόμπευσε,τεθολωμένον
ζητοῦντι,Γαβριὴλ,προφήτῃ,συντυγχάνει,Ἔλεγχε
ληίδʼ,ἐσθλὴ,ἀϋτμὴν,ἐλόχησαν,λοχεύσῃ
βάλλομεν,ἐκβάλλομεν,ἐμβάλλομεν,παραβάλλομεν,πρόπομα
ἑσμὸς,βαρυσμαράγων,ταφῶν,ἐρευθιόωντι,ἔνοσις
φαάνθη,ἐφαάνθη,ταρβαλέη,ἀριφραδὲς,κρατερὴ
βόακας,τριγλίδας,Θαλάσσᾳ,κοριοειδέες,Γᾷ
ὀρχηστικῇ,γνωστικῇ,ὀρχηστικῆς,ἠσκημένος,γυμναστικῇ
Καμπυλίωνι,Ἐρίθοις,Πετάλῃ,Δουλοδιδασκάλῳ,Κωραλίσκῳ
ἀλεξικάκου,ἀλεξικάκοιο,ἀλεξικάκων,ἀλεξικάκῳ,κινυρῇ
Βορυσθενιτῶν,ὀστράκια,οἰκοδομεῖ,Καππαδόκην,ἐντολή
ὑπέθεσαν,ὑπέθεντο,εὐποροῦντες,ῥέοντας,ἐνέγραψαν
ἀπαιδεύτως,κατατείνας,ἐχόντως,συγγράμματά,ἀπρεπεῖς
“,”,Ἀρταμουξία,θεωρεῖτέ,καταφιλοῦσα
ἐνίκησας,Ἶρον,Τιμόθεε,ἀπεβήσετο,ἐνίκησα
ἐπιτυγχάνουσι,ἐπιτυγχάνουσιν,ἐπιτυγχάνοντας,φεύγουσι,ἐπιτιθέμενοι
δασπλῆτα,δασπλῆτι,δοριθρασέος,ἀμφιτόμῳ,χαλέψῃ
Εὐρώπῃ,Ἀσίᾳ,Μυσῶν,αὐτόνομα,στηλέων
Πευκέτιοι,Οἴνωτρος,Σούσιοι,Βρέττιοι,Ἰταλίῃ
ἐλπίσαντες,ἐλπίσαντας,ἀπελπίσαντες,εὑρόμενοι,ἐπεπόμφεσαν
φωνή,φωνὴ,ἐγγράμματος,πλῆσθεν,τρίπον
πατάγοισι,πατάγοισιν,βρονταίοις,ἑτερόθροον,ἐπεσμαράγησεν
θειότατος,θειότατον,θειότατα,θειότατόν,λαλήσας
προσέταττον,ἐπέταττον,ἐξέταττον,ἐμβιβάσαντες,ἔταττον
Ἀρταμουξία,σβέσαν,Σαμαρείτης,ῥαφανίδες,ἀγχιμαχηταὶ
εἰράναν,κράναν,ἀγριάδος,φέρβε,ἀλκάν
ἀχάριστον,περιρρέει,ἀβούλως,ποθεινὸν,προαγωγὴν
εὐκίνητοι,εὐκίνητον,εὐκίνητος,καθοπλισμοῖς,ἀκίνητοι
παραστήσει,ἀναστήσει,παραστήσεται,παραστήσῃ,παραστήσαντες
μαμωνᾷ,θεολόγος,μισήσει,ἀνθέξεται,ἀργύριον
εἰσέφερον,εἰσέφερεν,εἰσέφερε,ἐσέφερον,ἔκοψαν
Ἀναξίλα,τυραννήσαντος,Ἀναξίλας,Ζάγκλης,ξανθοῖς
Βουσίριδι,Βουσίριδος,Λαισποδίου,Αἴγυπτόνδʼ,δυσθεώρητον
νεώ,Ἐφέσῳ,ἱερόν,Σιδήνην,σκοπιὰν
Μίμνερμος,Μίμνερμον,Κολοφῶνα,ἀνατλὰς,Κολοφώνιοι
ἀμελῶ,κλινήρης,κατανοῶ,εὔελπίς,οἰκοδομοῦντα
ἐκλεγόμενοι,ἐκλεγόμενον,ἐκλεγόμενος,ἐπεκράτησαν,χαριεστάτους
κατασχούσης,κατασχούσας,παρασχούσης,Αἴσηπον,κατασχών
τοῖνδε,δέρῃ,παγκρατὴς,ἀμερίστου,τοῖν
συναλλαγμάτων,συναλλαγὰς,συμβολαίων,συναλλάγμασι,συναλλαγῆς
σύγχυσιν,ἀνάμιξιν,συγχέοντες,τετολμῆσθαι,ἐνθουσιασμός
Κορωνείας,Κορωνείᾳ,Χαιρωνείας,Ἁλιάρτου,Ἰτωνίας
πεπρᾶσθαι,ἐπείνων,Βραχύλλου,κατασκάπτων,κλάοντα
ταλαιπωρίαν,πόνους,ταλαιπωρίαις,ἐπέταττον,προσδοκωμένην
ταφῆναί,ταφῆναι,ἀποθανόντα,δημοσίῃ,Καρύστιοι
ὑπαγορεύει,ὑπαγορεύων,ἀθετῶν,προφητικὰς,ἐπιστρέφει
ἐξεχώρησε,ἐξεχώρησαν,ἐξεχώρουν,ἐστράφη,καταφεύγει
συνέσεως,ἐπιστημονικῆς,πιστεύσαντι,σφίγξ,ἀπηκριβωμένον
ὁμομητρία,ὁμομητρίῳ,ὁμομητρίαν,ὁμοπατρία,Τηριβάζῳ
ἠλιβάτοιο,ἠλιβάτοις,ἠλιβάτοισι,ἠλιβάτου,ἀκροτάτοιο
ἀποκωλύει,ἀποκωλύειν,πινυτῆς,ὠφελεῖς,κολάσεων
Βασιλειῶν,βασιλειῶν,λίθος,συνεργός,Ἔζρας
ἀναχθέντων,Ἀρταμουξία,ἀπεκαραδόκει,πρισμάτων,ἀναχθέντας
Πρηξάσπεα,Πρηξάσπεος,Σμέρδιν,Πέρσῃσι,Σμέρδιος
κινδύνῳ,σαλεύοντες,καταστήσαντι,ἡσσημένους,κυκλωθέντες
Γαδάτας,Γαδάτα,Γωβρύας,Κῦρος,Γαδάταν
δίζυγες,ἄζυγες,ἔμιμνε,εἴκελοι,χαλκοχίτωνες
ἐστον,ἀμφότεραί,ἄνδρε,εἴτην,κασιγνήτω
ἐσπούδασε,Μαγκῖνον,ἰᾶτο,Καρυστίου,Ἅρπαλος
ἐπιβεβουλευκότα,ἐπιβεβουλεῦσθαι,ἐπιβεβουλευμένος,γυμναστὴν,Σαλώμη
ἐπικίνδυνοι,ἀκίνδυνοι,κίνδυνοι,ἀνεφέροντο,δύναιντʼ
Περσῆος,Περσῆι,χαλκήλατον,ἀπόπεμπε,κλονέεις
ὀμόσαντα,ὀμόσαντας,ὀμόσαντος,ὅρκον,ὀμόσαντες
παρειλήφεσαν,κατειλήφεσαν,παρειλήφει,Φούριος,διεδέξαντο
μακροτέρα,μακροτέρη,ζεύγεσιν,συλλαβὴ,Ἀππία
φιλοσοφῶν,προσφιλοσοφῶν,φαυλότης,φροντιστὴς,ψιλός
μηνύσῃ,διαλαθὼν,ἔπασχέ,ἀπελεύσῃ,διαγγείλῃ
κατεσκευάσθησαν,παρεσκευάσθησαν,καταπέλται,Κατεσκευάσθω,τριακόντοροι
νιφόεντι,νιφόεντος,νιφόεντα,Τμώλῳ,τρητοῖσι
ἀπεφήνατο,Ἀριαμένης,ἐρομένῳ,Ἀναξαγόρας,ἐφώτισεν
ἐξηρτημένον,ἐξηρτημένοι,ἐξηρτημένων,ἐξηρτημένος,χορευτῶν
Γελίμερος,Βανδίλων,Γελίμερι,Τζάζων,Γελίμερ
Πόλλιδος,Πόλλις,Δαμαρέτου,πωλοῦντος,ἐξήγετο
περικόπτειν,ἀνόπλου,συλᾶν,ἠκρωτηριασμένοι,προκαταλαμβάνειν
προτίθημι,προτίθησι,ἠιθέοισι,ὑφίσταμαι,φιλοκαλίας
κίβδηλος,κίβδηλον,κίβδηλα,σαπρὸς,ἐφεστηκὼς
μνημεῖά,σημεῖά,μνημεῖόν,Θευδέριχον,Ὑρίην
ὑπεραίρειν,ὑπεραίρει,ὑπεραίροντες,ἐξειργάσθαι,αὐχοῦμεν
σφι,τοῖσι,ἀπικομένοισι,σφέας,ὦν
δυσαρεστήσεως,διαρπαγῆς,ἀπαραιτήτου,ἁγιωτάτης,μαντειῶν
σύγγονοι,σύγγονος,σύγγονον,σύγγονε,τοιούσδʼ
ὀλβίαν,αὐλάν,πότνιαν,Ἀκρισίῳ,ἑκκαιδέκατον
συστάντες,συστάντων,συστάντας,προσεπολέμουν,ἐκβαλόντες
παραβάντες,παραβάντας,παραβάντος,παραβάντα,καταδιώξαντες
παρείχοντο,ἐκαλέοντο,παρεχόμενοι,Αἰολέες,ἐσκευασμένοι
κολακείας,κολακείαν,θωπείας,ἐγενήθημεν,προσαιτοῦντες
ἀλεξικάκοιο,ἀλεξικάκων,ἀλεξικάκου,ἀντίπνοον,ἀλεξικάκῳ
σπένδουσι,σπένδουσιν,ὑστεραίαν,ἤπειγεν,παρεσκευαζόμεθα
χρήσιμος,ἀγοράσω,καταγαγόντων,χρησιμώτερος,μάχιμος
θέρους,χειμῶνος,ἦρος,ἀρχομένου,ἔαρος
βλοσυροῖο,βλοσυροῖς,τιθηνήτειρα,πλευροῖο,βλοσυροῦ
συγκαθεύδοντας,συγκαθεύδουσα,καθεύδοντας,συγκαθεύδεις,συγκαθεύδειν
Βελισάριος,Γότθων,Γότθοι,Τουτίλας,Βελισάριον
πεπαιδευμένῳ,πεπαιδευμένως,πεπαιδευμένης,πεπαιδευμένη,προαιρουμένῳ
ἥκοντες,ἔτυχον,ἀνεστηκότες,διατεταγμένοι,ἀπήγγελλον
ἔμπειρός,εἴσεταί,πείσομαί,ἀνεφάνης,ἄπειρός
Ἰουλίαν,Ἰουλία,Ἰουλίας,Ὀκταουίαν,μείλιγμα
διαστάσεως,διαστάσεων,διαστάσεσι,διαστάσει,διαστάσεις
βόρειος,νότιος,βόρειον,βόρειοι,ἐτησίαι
ἀπολεῖ,πυργώματα,ληκύθιον,δράσῃς,λυπήσεις
σπινθῆρι,πετρούμενον,νυμφιδίῳ,κεφαλάων,ἀκαμπέος
παραπλεύσας,παραπλεύσαντι,παραπλεύσαντες,διάπλουν,παρέπλευσεν
φρονήματος,φρονήματι,παραστατικὸν,ἀνδρείας,ἀπλάστου
κοὐδέν,Νηρῇδος,ἀπεννέπω,ὄλωλα,σκαιοὺς
στόνος,στόνον,ἀεικὴς,κανάχιζε,ὤρνυτʼ
βασιλευομένους,βασιλευομένην,βασιλευομένων,βασιλευομένης,ἐστασίαζεν
Κακουμένῳ,κότταβον,Στράττιδι,παροίνιον,Διὶ
πόνοισι,πόνοισιν,θρόνοισιν,παρίστασαι,ἄλγεα
χορεῖαι,τελεταὶ,θρόος,εἰλαπίναι,ὑμέναιος
καταφρονεῖται,καταφρονεῖτε,ἐντροπῆς,μισεῖται,ψόγοι
οἱονεί,προστίθεμεν,πελαγίας,ἀποστήματος,προηττημένων
Τήλεκλον,Τήλεκλος,ἀφανίζοντα,ἀφανίζοντας,ἀφανίζονται
ἐᾷς,χεῦαν,ἄμητα,κατατεθνηώτων,τιμήσῃς
σύνταξις,ἀσίτων,δημοκρατικῆς,ἐπισφαλής,παρόδοις
ἐπεξῆς,τεταγμένοισι,ἀπικομένοισι,ἵζοντο,δεομένοισι
Πίσα,γεγωνεῖν,Αἰσονίδην,σκιόωντό,ᾠκεῖτο
Ῥωμαιων,Ἴσσαν,μέγιστον,Καυνίων,Κυρηναία
καταλαβέσθαι,προκαταλαβέσθαι,προκαταλαβόμενος,προκαταλαμβάνεσθαι,τόπους
ἅμ,παρόνθ,φιλοσοφητέον,νεανίσκοις,ΕΡΜΟΤΙΜΟΣΠῶς
πειθόμενον,πειθόμενος,ἀπειθοῦντα,ἔπειραν,ἐμμένοντα
ἁλούς,μετριώτερος,κατασοφισθεὶς,ἀπεσφάγη,Ἡράκλειος
φυλάξαιτο,διαπράξαιτο,Βακχίδου,ἐναντιωτάτων,προπυθόμενος
στρωμναῖς,ἀνθιναῖς,πλουτοῦντος,ὁλομελῆ,οἰνοχόοις
ἥρμοττε,ἥρμοττεν,ἀπολειπομένην,ἐξειργασμένοι,καταλειφθεῖσαν
Δεσπότου,Θεοῦ,Θεὸν,Δεσπότην,Δεσπότῃ
ταρβεῖν,ὑποπτήσσειν,εἰσάξω,φρουρεῖν,ταρβεῖ
